id;email;type_plan;city;;;;;;;;;;
56774;paciente_56774@email.com;Complete;City_2;;;;;;;;;;
56776;paciente_56776@email.com;Basic;City_1;;;;;;;;;;
56779;paciente_56779@email.com;Intermediary;City_3;;;;;;;;;;
56781;paciente_56781@email.com;Complete;City_1;;;;;;;;;;
56782;paciente_56782@email.com;Complete;City_4;;;;;;;;;;
56783;paciente_56783@email.com;Intermediary;City_1;;;;;;;;;;
56787;paciente_56787@email.com;Intermediary;City_3;;;;;;;;;;
56788;paciente_56788@email.com;Intermediary;City_5;;;;;;;;;;
56789;paciente_56789@email.com;Intermediary;City_3;;;;;;;;;;
56790;paciente_56790@email.com;Intermediary;City_3;;;;;;;;;;
56791;paciente_56791@email.com;Intermediary;City_3;;;;;;;;;;
56792;paciente_56792@email.com;Intermediary;City_3;;;;;;;;;;
56794;paciente_56794@email.com;Intermediary;City_3;;;;;;;;;;
56795;paciente_56795@email.com;Intermediary;City_3;;;;;;;;;;
56796;paciente_56796@email.com;Intermediary;City_3;;;;;;;;;;
56797;paciente_56797@email.com;Intermediary;City_3;;;;;;;;;;
56798;paciente_56798@email.com;Intermediary;City_3;;;;;;;;;;
56799;paciente_56799@email.com;Intermediary;City_3;;;;;;;;;;
56801;paciente_56801@email.com;Basic;City_1;;;;;;;;;;
56802;paciente_56802@email.com;Basic;City_1;;;;;;;;;;
56803;paciente_56803@email.com;Basic;City_1;;;;;;;;;;
56804;paciente_56804@email.com;Basic;City_1;;;;;;;;;;
56806;paciente_56806@email.com;Basic;City_1;;;;;;;;;;
56807;paciente_56807@email.com;Basic;City_1;;;;;;;;;;
56808;paciente_56808@email.com;Basic;City_1;;;;;;;;;;
56809;paciente_56809@email.com;Basic;City_1;;;;;;;;;;
56810;paciente_56810@email.com;Basic;City_1;;;;;;;;;;
56811;paciente_56811@email.com;Complete;City_1;;;;;;;;;;
56813;paciente_56813@email.com;Intermediary;City_3;;;;;;;;;;
56814;paciente_56814@email.com;Complete;City_2;;;;;;;;;;
56815;paciente_56815@email.com;Complete;City_5;;;;;;;;;;
56816;paciente_56816@email.com;Intermediary;City_1;;;;;;;;;;
56818;paciente_56818@email.com;Intermediary;City_4;;;;;;;;;;
56820;paciente_56820@email.com;Basic;City_1;;;;;;;;;;
56821;paciente_56821@email.com;Complete;City_2;;;;;;;;;;
56822;paciente_56822@email.com;Basic;City_2;;;;;;;;;;
56824;paciente_56824@email.com;Complete;City_2;;;;;;;;;;
56825;paciente_56825@email.com;Intermediary;City_3;;;;;;;;;;
56827;paciente_56827@email.com;Intermediary;City_3;;;;;;;;;;
56828;paciente_56828@email.com;Complete;City_2;;;;;;;;;;
56829;paciente_56829@email.com;Complete;City_1;;;;;;;;;;
56830;paciente_56830@email.com;Basic;City_1;;;;;;;;;;
56832;paciente_56832@email.com;Intermediary;City_1;;;;;;;;;;
56835;paciente_56835@email.com;Intermediary;City_3;;;;;;;;;;
56836;paciente_56836@email.com;Basic;City_4;;;;;;;;;;
56837;paciente_56837@email.com;Complete;City_4;;;;;;;;;;
56838;paciente_56838@email.com;Intermediary;City_4;;;;;;;;;;
56839;paciente_56839@email.com;Basic;City_2;;;;;;;;;;
56840;paciente_56840@email.com;Basic;City_1;;;;;;;;;;
56841;paciente_56841@email.com;Basic;City_2;;;;;;;;;;
56843;paciente_56843@email.com;Intermediary;City_2;;;;;;;;;;
56845;paciente_56845@email.com;Basic;City_2;;;;;;;;;;
56846;paciente_56846@email.com;Intermediary;City_2;;;;;;;;;;
56848;paciente_56848@email.com;Complete;City_2;;;;;;;;;;
56849;paciente_56849@email.com;Basic;City_2;;;;;;;;;;
56850;paciente_56850@email.com;Basic;City_1;;;;;;;;;;
56851;paciente_56851@email.com;Basic;City_4;;;;;;;;;;
56855;paciente_56855@email.com;Basic;City_4;;;;;;;;;;
56858;paciente_56858@email.com;Intermediary;City_3;;;;;;;;;;
56859;paciente_56859@email.com;Basic;City_3;;;;;;;;;;
56860;paciente_56860@email.com;Basic;City_1;;;;;;;;;;
56864;paciente_56864@email.com;Intermediary;City_2;;;;;;;;;;
56866;paciente_56866@email.com;Complete;City_4;;;;;;;;;;
56867;paciente_56867@email.com;Complete;City_1;;;;;;;;;;
56869;paciente_56869@email.com;Intermediary;City_2;;;;;;;;;;
56870;paciente_56870@email.com;Basic;City_1;;;;;;;;;;
56871;paciente_56871@email.com;Intermediary;City_5;;;;;;;;;;
56873;paciente_56873@email.com;Basic;City_2;;;;;;;;;;
56874;paciente_56874@email.com;Basic;City_2;;;;;;;;;;
56875;paciente_56875@email.com;Basic;City_2;;;;;;;;;;
56877;paciente_56877@email.com;Basic;City_1;;;;;;;;;;
56878;paciente_56878@email.com;Intermediary;City_4;;;;;;;;;;
56879;paciente_56879@email.com;Intermediary;City_3;;;;;;;;;;
56880;paciente_56880@email.com;Basic;City_1;;;;;;;;;;
56882;paciente_56882@email.com;Basic;City_2;;;;;;;;;;
56884;paciente_56884@email.com;Complete;City_2;;;;;;;;;;
56886;paciente_56886@email.com;Basic;City_3;;;;;;;;;;
56888;paciente_56888@email.com;Intermediary;City_2;;;;;;;;;;
56891;paciente_56891@email.com;Intermediary;City_4;;;;;;;;;;
56893;paciente_56893@email.com;Complete;City_5;;;;;;;;;;
56894;paciente_56894@email.com;Intermediary;City_2;;;;;;;;;;
56896;paciente_56896@email.com;Complete;City_4;;;;;;;;;;
56900;paciente_56900@email.com;Basic;City_1;;;;;;;;;;
56901;paciente_56901@email.com;Basic;City_1;;;;;;;;;;
56903;paciente_56903@email.com;Basic;City_1;;;;;;;;;;
56904;paciente_56904@email.com;Basic;City_1;;;;;;;;;;
56905;paciente_56905@email.com;Basic;City_1;;;;;;;;;;
56906;paciente_56906@email.com;Basic;City_1;;;;;;;;;;
56908;paciente_56908@email.com;Basic;City_1;;;;;;;;;;
56909;paciente_56909@email.com;Basic;City_1;;;;;;;;;;
56911;paciente_56911@email.com;Intermediary;City_3;;;;;;;;;;
56914;paciente_56914@email.com;Basic;City_2;;;;;;;;;;
56915;paciente_56915@email.com;Complete;City_2;;;;;;;;;;
56917;paciente_56917@email.com;Intermediary;City_3;;;;;;;;;;
56918;paciente_56918@email.com;Intermediary;City_1;;;;;;;;;;
56919;paciente_56919@email.com;Intermediary;City_5;;;;;;;;;;
56920;paciente_56920@email.com;Basic;City_1;;;;;;;;;;
56921;paciente_56921@email.com;Basic;City_2;;;;;;;;;;
56923;paciente_56923@email.com;Intermediary;City_1;;;;;;;;;;
56925;paciente_56925@email.com;Intermediary;City_4;;;;;;;;;;
56926;paciente_56926@email.com;Intermediary;City_5;;;;;;;;;;
56927;paciente_56927@email.com;Intermediary;City_3;;;;;;;;;;
56928;paciente_56928@email.com;Basic;City_5;;;;;;;;;;
56932;paciente_56932@email.com;Basic;City_5;;;;;;;;;;
56933;paciente_56933@email.com;Complete;City_5;;;;;;;;;;
56936;paciente_56936@email.com;Basic;City_4;;;;;;;;;;
56937;paciente_56937@email.com;Intermediary;City_3;;;;;;;;;;
56939;paciente_56939@email.com;Complete;City_2;;;;;;;;;;
56941;paciente_56941@email.com;Basic;City_2;;;;;;;;;;
56943;paciente_56943@email.com;Basic;City_2;;;;;;;;;;
56945;paciente_56945@email.com;Basic;City_2;;;;;;;;;;
56946;paciente_56946@email.com;Intermediary;City_2;;;;;;;;;;
56947;paciente_56947@email.com;Intermediary;City_3;;;;;;;;;;
56948;paciente_56948@email.com;Basic;City_2;;;;;;;;;;
56949;paciente_56949@email.com;Intermediary;City_2;;;;;;;;;;
56951;paciente_56951@email.com;Intermediary;City_4;;;;;;;;;;
56952;paciente_56952@email.com;Complete;City_1;;;;;;;;;;
56954;paciente_56954@email.com;Basic;City_2;;;;;;;;;;
56955;paciente_56955@email.com;Basic;City_5;;;;;;;;;;
56958;paciente_56958@email.com;Intermediary;City_3;;;;;;;;;;
56959;paciente_56959@email.com;Intermediary;City_5;;;;;;;;;;
56960;paciente_56960@email.com;Basic;City_1;;;;;;;;;;
56961;paciente_56961@email.com;Complete;City_4;;;;;;;;;;
56962;paciente_56962@email.com;Intermediary;City_1;;;;;;;;;;
56963;paciente_56963@email.com;Complete;City_4;;;;;;;;;;
56964;paciente_56964@email.com;Complete;City_2;;;;;;;;;;
56965;paciente_56965@email.com;Intermediary;City_5;;;;;;;;;;
56967;paciente_56967@email.com;Intermediary;City_3;;;;;;;;;;
56970;paciente_56970@email.com;Intermediary;City_3;;;;;;;;;;
56971;paciente_56971@email.com;Intermediary;City_3;;;;;;;;;;
56973;paciente_56973@email.com;Intermediary;City_3;;;;;;;;;;
56976;paciente_56976@email.com;Intermediary;City_3;;;;;;;;;;
56977;paciente_56977@email.com;Intermediary;City_3;;;;;;;;;;
56978;paciente_56978@email.com;Intermediary;City_3;;;;;;;;;;
56981;paciente_56981@email.com;Complete;City_1;;;;;;;;;;
56982;paciente_56982@email.com;Complete;City_2;;;;;;;;;;
56983;paciente_56983@email.com;Complete;City_1;;;;;;;;;;
56984;paciente_56984@email.com;Complete;City_2;;;;;;;;;;
56985;paciente_56985@email.com;Intermediary;City_5;;;;;;;;;;
56986;paciente_56986@email.com;Intermediary;City_4;;;;;;;;;;
56989;paciente_56989@email.com;Basic;City_5;;;;;;;;;;
56990;paciente_56990@email.com;Basic;City_1;;;;;;;;;;
56992;paciente_56992@email.com;Basic;City_5;;;;;;;;;;
56996;paciente_56996@email.com;Complete;City_1;;;;;;;;;;
56997;paciente_56997@email.com;Intermediary;City_3;;;;;;;;;;
56998;paciente_56998@email.com;Basic;City_3;;;;;;;;;;
56999;paciente_56999@email.com;Basic;City_2;;;;;;;;;;
57000;paciente_57000@email.com;Basic;City_1;;;;;;;;;;
57001;paciente_57001@email.com;Basic;City_1;;;;;;;;;;
57003;paciente_57003@email.com;Basic;City_1;;;;;;;;;;
57004;paciente_57004@email.com;Basic;City_1;;;;;;;;;;
57006;paciente_57006@email.com;Basic;City_1;;;;;;;;;;
57007;paciente_57007@email.com;Basic;City_1;;;;;;;;;;
57009;paciente_57009@email.com;Intermediary;City_3;;;;;;;;;;
57010;paciente_57010@email.com;Basic;City_1;;;;;;;;;;
57011;paciente_57011@email.com;Basic;City_1;;;;;;;;;;
57013;paciente_57013@email.com;Basic;City_1;;;;;;;;;;
57014;paciente_57014@email.com;Basic;City_1;;;;;;;;;;
57015;paciente_57015@email.com;Basic;City_1;;;;;;;;;;
57016;paciente_57016@email.com;Basic;City_1;;;;;;;;;;
57017;paciente_57017@email.com;Basic;City_1;;;;;;;;;;
57018;paciente_57018@email.com;Basic;City_1;;;;;;;;;;
57019;paciente_57019@email.com;Intermediary;City_3;;;;;;;;;;
57020;paciente_57020@email.com;Basic;City_1;;;;;;;;;;
57021;paciente_57021@email.com;Basic;City_1;;;;;;;;;;
57022;paciente_57022@email.com;Basic;City_1;;;;;;;;;;
57023;paciente_57023@email.com;Basic;City_1;;;;;;;;;;
57024;paciente_57024@email.com;Basic;City_1;;;;;;;;;;
57025;paciente_57025@email.com;Basic;City_1;;;;;;;;;;
57030;paciente_57030@email.com;Basic;City_1;;;;;;;;;;
57031;paciente_57031@email.com;Basic;City_1;;;;;;;;;;
57032;paciente_57032@email.com;Basic;City_1;;;;;;;;;;
57033;paciente_57033@email.com;Basic;City_1;;;;;;;;;;
57034;paciente_57034@email.com;Basic;City_1;;;;;;;;;;
57035;paciente_57035@email.com;Basic;City_1;;;;;;;;;;
57037;paciente_57037@email.com;Basic;City_1;;;;;;;;;;
57038;paciente_57038@email.com;Basic;City_1;;;;;;;;;;
57039;paciente_57039@email.com;Intermediary;City_3;;;;;;;;;;
57040;paciente_57040@email.com;Basic;City_1;;;;;;;;;;
57042;paciente_57042@email.com;Basic;City_1;;;;;;;;;;
57044;paciente_57044@email.com;Basic;City_1;;;;;;;;;;
57049;paciente_57049@email.com;Intermediary;City_3;;;;;;;;;;
57052;paciente_57052@email.com;Basic;City_1;;;;;;;;;;
57053;paciente_57053@email.com;Basic;City_1;;;;;;;;;;
57054;paciente_57054@email.com;Basic;City_1;;;;;;;;;;
57055;paciente_57055@email.com;Basic;City_1;;;;;;;;;;
57056;paciente_57056@email.com;Basic;City_1;;;;;;;;;;
57057;paciente_57057@email.com;Basic;City_1;;;;;;;;;;
57060;paciente_57060@email.com;Basic;City_1;;;;;;;;;;
57062;paciente_57062@email.com;Basic;City_1;;;;;;;;;;
57064;paciente_57064@email.com;Basic;City_1;;;;;;;;;;
57066;paciente_57066@email.com;Basic;City_1;;;;;;;;;;
57067;paciente_57067@email.com;Basic;City_1;;;;;;;;;;
57068;paciente_57068@email.com;Basic;City_1;;;;;;;;;;
57070;paciente_57070@email.com;Basic;City_1;;;;;;;;;;
57071;paciente_57071@email.com;Basic;City_1;;;;;;;;;;
57072;paciente_57072@email.com;Basic;City_1;;;;;;;;;;
57073;paciente_57073@email.com;Basic;City_1;;;;;;;;;;
57074;paciente_57074@email.com;Basic;City_1;;;;;;;;;;
57078;paciente_57078@email.com;Basic;City_1;;;;;;;;;;
57079;paciente_57079@email.com;Intermediary;City_3;;;;;;;;;;
57081;paciente_57081@email.com;Basic;City_1;;;;;;;;;;
57082;paciente_57082@email.com;Basic;City_1;;;;;;;;;;
57083;paciente_57083@email.com;Basic;City_1;;;;;;;;;;
57084;paciente_57084@email.com;Basic;City_1;;;;;;;;;;
57085;paciente_57085@email.com;Basic;City_1;;;;;;;;;;
57086;paciente_57086@email.com;Basic;City_1;;;;;;;;;;
57087;paciente_57087@email.com;Basic;City_1;;;;;;;;;;
57090;paciente_57090@email.com;Intermediary;City_3;;;;;;;;;;
57094;paciente_57094@email.com;Intermediary;City_3;;;;;;;;;;
57096;paciente_57096@email.com;Intermediary;City_3;;;;;;;;;;
57097;paciente_57097@email.com;Intermediary;City_3;;;;;;;;;;
57098;paciente_57098@email.com;Intermediary;City_3;;;;;;;;;;
57099;paciente_57099@email.com;Intermediary;City_3;;;;;;;;;;
57101;paciente_57101@email.com;Basic;City_1;;;;;;;;;;
57102;paciente_57102@email.com;Basic;City_1;;;;;;;;;;
57104;paciente_57104@email.com;Basic;City_1;;;;;;;;;;
57105;paciente_57105@email.com;Basic;City_1;;;;;;;;;;
57107;paciente_57107@email.com;Basic;City_1;;;;;;;;;;
57110;paciente_57110@email.com;Basic;City_1;;;;;;;;;;
57112;paciente_57112@email.com;Intermediary;City_1;;;;;;;;;;
57113;paciente_57113@email.com;Intermediary;City_2;;;;;;;;;;
57115;paciente_57115@email.com;Complete;City_4;;;;;;;;;;
57116;paciente_57116@email.com;Intermediary;City_3;;;;;;;;;;
57122;paciente_57122@email.com;Complete;City_5;;;;;;;;;;
57123;paciente_57123@email.com;Basic;City_3;;;;;;;;;;
57124;paciente_57124@email.com;Intermediary;City_2;;;;;;;;;;
57127;paciente_57127@email.com;Basic;City_3;;;;;;;;;;
57128;paciente_57128@email.com;Complete;City_2;;;;;;;;;;
57130;paciente_57130@email.com;Basic;City_1;;;;;;;;;;
57131;paciente_57131@email.com;Intermediary;City_2;;;;;;;;;;
57132;paciente_57132@email.com;Basic;City_4;;;;;;;;;;
57133;paciente_57133@email.com;Complete;City_4;;;;;;;;;;
57134;paciente_57134@email.com;Basic;City_2;;;;;;;;;;
57135;paciente_57135@email.com;Intermediary;City_4;;;;;;;;;;
57136;paciente_57136@email.com;Intermediary;City_4;;;;;;;;;;
57137;paciente_57137@email.com;Complete;City_3;;;;;;;;;;
57138;paciente_57138@email.com;Basic;City_2;;;;;;;;;;
57140;paciente_57140@email.com;Basic;City_1;;;;;;;;;;
57142;paciente_57142@email.com;Complete;City_2;;;;;;;;;;
57143;paciente_57143@email.com;Intermediary;City_2;;;;;;;;;;
57144;paciente_57144@email.com;Complete;City_2;;;;;;;;;;
57145;paciente_57145@email.com;Intermediary;City_2;;;;;;;;;;
57146;paciente_57146@email.com;Complete;City_2;;;;;;;;;;
57147;paciente_57147@email.com;Basic;City_2;;;;;;;;;;
57148;paciente_57148@email.com;Intermediary;City_2;;;;;;;;;;
57150;paciente_57150@email.com;Basic;City_1;;;;;;;;;;
57152;paciente_57152@email.com;Intermediary;City_1;;;;;;;;;;
57153;paciente_57153@email.com;Basic;City_5;;;;;;;;;;
57154;paciente_57154@email.com;Complete;City_2;;;;;;;;;;
57155;paciente_57155@email.com;Basic;City_2;;;;;;;;;;
57156;paciente_57156@email.com;Intermediary;City_4;;;;;;;;;;
57157;paciente_57157@email.com;Intermediary;City_3;;;;;;;;;;
57160;paciente_57160@email.com;Basic;City_1;;;;;;;;;;
57161;paciente_57161@email.com;Intermediary;City_5;;;;;;;;;;
57162;paciente_57162@email.com;Intermediary;City_4;;;;;;;;;;
57163;paciente_57163@email.com;Complete;City_4;;;;;;;;;;
57165;paciente_57165@email.com;Intermediary;City_1;;;;;;;;;;
57166;paciente_57166@email.com;Basic;City_1;;;;;;;;;;
57167;paciente_57167@email.com;Basic;City_4;;;;;;;;;;
57169;paciente_57169@email.com;Intermediary;City_3;;;;;;;;;;
57171;paciente_57171@email.com;Complete;City_5;;;;;;;;;;
57173;paciente_57173@email.com;Complete;City_1;;;;;;;;;;
57174;paciente_57174@email.com;Basic;City_2;;;;;;;;;;
57175;paciente_57175@email.com;Basic;City_1;;;;;;;;;;
57176;paciente_57176@email.com;Complete;City_3;;;;;;;;;;
57178;paciente_57178@email.com;Intermediary;City_1;;;;;;;;;;
57179;paciente_57179@email.com;Intermediary;City_3;;;;;;;;;;
57180;paciente_57180@email.com;Basic;City_1;;;;;;;;;;
57182;paciente_57182@email.com;Complete;City_4;;;;;;;;;;
57183;paciente_57183@email.com;Basic;City_3;;;;;;;;;;
57184;paciente_57184@email.com;Intermediary;City_2;;;;;;;;;;
57185;paciente_57185@email.com;Basic;City_1;;;;;;;;;;
57186;paciente_57186@email.com;Complete;City_5;;;;;;;;;;
57187;paciente_57187@email.com;Complete;City_1;;;;;;;;;;
57189;paciente_57189@email.com;Intermediary;City_3;;;;;;;;;;
57191;paciente_57191@email.com;Intermediary;City_3;;;;;;;;;;
57192;paciente_57192@email.com;Intermediary;City_3;;;;;;;;;;
57194;paciente_57194@email.com;Intermediary;City_3;;;;;;;;;;
57195;paciente_57195@email.com;Intermediary;City_3;;;;;;;;;;
57196;paciente_57196@email.com;Intermediary;City_3;;;;;;;;;;
57197;paciente_57197@email.com;Intermediary;City_3;;;;;;;;;;
57199;paciente_57199@email.com;Intermediary;City_3;;;;;;;;;;
57200;paciente_57200@email.com;Basic;City_1;;;;;;;;;;
57204;paciente_57204@email.com;Basic;City_1;;;;;;;;;;
57206;paciente_57206@email.com;Basic;City_1;;;;;;;;;;
57208;paciente_57208@email.com;Basic;City_1;;;;;;;;;;
57209;paciente_57209@email.com;Intermediary;City_3;;;;;;;;;;
57210;paciente_57210@email.com;Basic;City_1;;;;;;;;;;
57211;paciente_57211@email.com;Intermediary;City_3;;;;;;;;;;
57212;paciente_57212@email.com;Intermediary;City_1;;;;;;;;;;
57213;paciente_57213@email.com;Basic;City_3;;;;;;;;;;
57214;paciente_57214@email.com;Intermediary;City_2;;;;;;;;;;
57216;paciente_57216@email.com;Intermediary;City_4;;;;;;;;;;
57217;paciente_57217@email.com;Basic;City_2;;;;;;;;;;
57218;paciente_57218@email.com;Complete;City_2;;;;;;;;;;
57219;paciente_57219@email.com;Intermediary;City_3;;;;;;;;;;
57220;paciente_57220@email.com;Basic;City_1;;;;;;;;;;
57221;paciente_57221@email.com;Basic;City_5;;;;;;;;;;
57223;paciente_57223@email.com;Intermediary;City_2;;;;;;;;;;
57224;paciente_57224@email.com;Intermediary;City_2;;;;;;;;;;
57225;paciente_57225@email.com;Complete;City_1;;;;;;;;;;
57226;paciente_57226@email.com;Complete;City_4;;;;;;;;;;
57230;paciente_57230@email.com;Basic;City_1;;;;;;;;;;
57231;paciente_57231@email.com;Basic;City_5;;;;;;;;;;
57232;paciente_57232@email.com;Complete;City_5;;;;;;;;;;
57233;paciente_57233@email.com;Basic;City_4;;;;;;;;;;
57235;paciente_57235@email.com;Complete;City_2;;;;;;;;;;
57236;paciente_57236@email.com;Complete;City_2;;;;;;;;;;
57237;paciente_57237@email.com;Intermediary;City_3;;;;;;;;;;
57238;paciente_57238@email.com;Complete;City_4;;;;;;;;;;
57239;paciente_57239@email.com;Intermediary;City_3;;;;;;;;;;
57241;paciente_57241@email.com;Intermediary;City_2;;;;;;;;;;
57243;paciente_57243@email.com;Basic;City_2;;;;;;;;;;
57244;paciente_57244@email.com;Complete;City_2;;;;;;;;;;
57247;paciente_57247@email.com;Basic;City_2;;;;;;;;;;
57248;paciente_57248@email.com;Intermediary;City_2;;;;;;;;;;
57249;paciente_57249@email.com;Intermediary;City_3;;;;;;;;;;
57252;paciente_57252@email.com;Intermediary;City_2;;;;;;;;;;
57253;paciente_57253@email.com;Intermediary;City_3;;;;;;;;;;
57255;paciente_57255@email.com;Basic;City_3;;;;;;;;;;
57256;paciente_57256@email.com;Intermediary;City_1;;;;;;;;;;
57257;paciente_57257@email.com;Intermediary;City_1;;;;;;;;;;
57258;paciente_57258@email.com;Basic;City_2;;;;;;;;;;
57260;paciente_57260@email.com;Basic;City_1;;;;;;;;;;
57261;paciente_57261@email.com;Complete;City_4;;;;;;;;;;
57262;paciente_57262@email.com;Intermediary;City_2;;;;;;;;;;
57264;paciente_57264@email.com;Intermediary;City_2;;;;;;;;;;
57265;paciente_57265@email.com;Intermediary;City_2;;;;;;;;;;
57268;paciente_57268@email.com;Intermediary;City_1;;;;;;;;;;
57269;paciente_57269@email.com;Intermediary;City_3;;;;;;;;;;
57270;paciente_57270@email.com;Basic;City_1;;;;;;;;;;
57271;paciente_57271@email.com;Intermediary;City_5;;;;;;;;;;
57273;paciente_57273@email.com;Intermediary;City_2;;;;;;;;;;
57275;paciente_57275@email.com;Basic;City_5;;;;;;;;;;
57276;paciente_57276@email.com;Complete;City_2;;;;;;;;;;
57277;paciente_57277@email.com;Complete;City_2;;;;;;;;;;
57278;paciente_57278@email.com;Complete;City_3;;;;;;;;;;
57279;paciente_57279@email.com;Intermediary;City_3;;;;;;;;;;
57281;paciente_57281@email.com;Intermediary;City_5;;;;;;;;;;
57282;paciente_57282@email.com;Complete;City_2;;;;;;;;;;
57284;paciente_57284@email.com;Complete;City_2;;;;;;;;;;
57286;paciente_57286@email.com;Intermediary;City_2;;;;;;;;;;
57287;paciente_57287@email.com;Complete;City_3;;;;;;;;;;
57288;paciente_57288@email.com;Intermediary;City_1;;;;;;;;;;
57291;paciente_57291@email.com;Intermediary;City_3;;;;;;;;;;
57292;paciente_57292@email.com;Intermediary;City_3;;;;;;;;;;
57293;paciente_57293@email.com;Intermediary;City_3;;;;;;;;;;
57294;paciente_57294@email.com;Intermediary;City_3;;;;;;;;;;
57295;paciente_57295@email.com;Intermediary;City_3;;;;;;;;;;
57296;paciente_57296@email.com;Intermediary;City_3;;;;;;;;;;
57297;paciente_57297@email.com;Intermediary;City_3;;;;;;;;;;
57299;paciente_57299@email.com;Intermediary;City_3;;;;;;;;;;
57300;paciente_57300@email.com;Basic;City_1;;;;;;;;;;
57301;paciente_57301@email.com;Basic;City_1;;;;;;;;;;
57302;paciente_57302@email.com;Basic;City_1;;;;;;;;;;
57303;paciente_57303@email.com;Basic;City_1;;;;;;;;;;
57304;paciente_57304@email.com;Basic;City_1;;;;;;;;;;
57305;paciente_57305@email.com;Basic;City_1;;;;;;;;;;
57306;paciente_57306@email.com;Basic;City_1;;;;;;;;;;
57307;paciente_57307@email.com;Basic;City_1;;;;;;;;;;
57309;paciente_57309@email.com;Intermediary;City_3;;;;;;;;;;
57311;paciente_57311@email.com;Complete;City_5;;;;;;;;;;
57312;paciente_57312@email.com;Intermediary;City_5;;;;;;;;;;
57314;paciente_57314@email.com;Intermediary;City_2;;;;;;;;;;
57315;paciente_57315@email.com;Basic;City_2;;;;;;;;;;
57316;paciente_57316@email.com;Intermediary;City_5;;;;;;;;;;
57319;paciente_57319@email.com;Intermediary;City_3;;;;;;;;;;
57320;paciente_57320@email.com;Basic;City_1;;;;;;;;;;
57321;paciente_57321@email.com;Basic;City_2;;;;;;;;;;
57322;paciente_57322@email.com;Basic;City_2;;;;;;;;;;
57323;paciente_57323@email.com;Complete;City_3;;;;;;;;;;
57324;paciente_57324@email.com;Intermediary;City_2;;;;;;;;;;
57325;paciente_57325@email.com;Intermediary;City_3;;;;;;;;;;
57327;paciente_57327@email.com;Intermediary;City_1;;;;;;;;;;
57328;paciente_57328@email.com;Complete;City_4;;;;;;;;;;
57331;paciente_57331@email.com;Intermediary;City_5;;;;;;;;;;
57332;paciente_57332@email.com;Basic;City_2;;;;;;;;;;
57333;paciente_57333@email.com;Complete;City_4;;;;;;;;;;
57335;paciente_57335@email.com;Basic;City_1;;;;;;;;;;
57337;paciente_57337@email.com;Basic;City_1;;;;;;;;;;
57339;paciente_57339@email.com;Intermediary;City_3;;;;;;;;;;
57340;paciente_57340@email.com;Basic;City_1;;;;;;;;;;
57341;paciente_57341@email.com;Complete;City_2;;;;;;;;;;
57342;paciente_57342@email.com;Basic;City_2;;;;;;;;;;
57343;paciente_57343@email.com;Complete;City_2;;;;;;;;;;
57344;paciente_57344@email.com;Basic;City_2;;;;;;;;;;
57345;paciente_57345@email.com;Basic;City_2;;;;;;;;;;
57346;paciente_57346@email.com;Intermediary;City_2;;;;;;;;;;
57347;paciente_57347@email.com;Complete;City_2;;;;;;;;;;
57348;paciente_57348@email.com;Basic;City_2;;;;;;;;;;
57349;paciente_57349@email.com;Intermediary;City_3;;;;;;;;;;
57351;paciente_57351@email.com;Basic;City_1;;;;;;;;;;
57353;paciente_57353@email.com;Intermediary;City_2;;;;;;;;;;
57354;paciente_57354@email.com;Complete;City_2;;;;;;;;;;
57358;paciente_57358@email.com;Intermediary;City_5;;;;;;;;;;
57359;paciente_57359@email.com;Intermediary;City_3;;;;;;;;;;
57360;paciente_57360@email.com;Basic;City_1;;;;;;;;;;
57361;paciente_57361@email.com;Basic;City_3;;;;;;;;;;
57362;paciente_57362@email.com;Intermediary;City_2;;;;;;;;;;
57363;paciente_57363@email.com;Basic;City_2;;;;;;;;;;
57364;paciente_57364@email.com;Intermediary;City_2;;;;;;;;;;
57365;paciente_57365@email.com;Basic;City_5;;;;;;;;;;
57366;paciente_57366@email.com;Intermediary;City_1;;;;;;;;;;
57367;paciente_57367@email.com;Intermediary;City_5;;;;;;;;;;
57368;paciente_57368@email.com;Intermediary;City_1;;;;;;;;;;
57370;paciente_57370@email.com;Basic;City_1;;;;;;;;;;
57373;paciente_57373@email.com;Complete;City_5;;;;;;;;;;
57374;paciente_57374@email.com;Complete;City_2;;;;;;;;;;
57375;paciente_57375@email.com;Basic;City_4;;;;;;;;;;
57376;paciente_57376@email.com;Complete;City_5;;;;;;;;;;
57377;paciente_57377@email.com;Intermediary;City_3;;;;;;;;;;
57378;paciente_57378@email.com;Basic;City_1;;;;;;;;;;
57379;paciente_57379@email.com;Intermediary;City_3;;;;;;;;;;
57381;paciente_57381@email.com;Intermediary;City_2;;;;;;;;;;
57382;paciente_57382@email.com;Complete;City_1;;;;;;;;;;
57383;paciente_57383@email.com;Basic;City_2;;;;;;;;;;
57384;paciente_57384@email.com;Complete;City_2;;;;;;;;;;
57385;paciente_57385@email.com;Basic;City_2;;;;;;;;;;
57388;paciente_57388@email.com;Intermediary;City_1;;;;;;;;;;
57389;paciente_57389@email.com;Intermediary;City_3;;;;;;;;;;
57390;paciente_57390@email.com;Intermediary;City_3;;;;;;;;;;
57391;paciente_57391@email.com;Intermediary;City_3;;;;;;;;;;
57392;paciente_57392@email.com;Intermediary;City_3;;;;;;;;;;
57394;paciente_57394@email.com;Intermediary;City_3;;;;;;;;;;
57395;paciente_57395@email.com;Intermediary;City_3;;;;;;;;;;
